,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
28116,regalocard,venture,7.0,Curated Web,operating,USA,Yes
28117,regear-life-sciences,venture,0.6,Hardware + Software,operating,USA,Yes
28118,regear-life-sciences,venture,0.85,Hardware + Software,operating,USA,Yes
28119,regear-life-sciences,venture,1.25,Hardware + Software,operating,USA,Yes
28120,regen,venture,1.6025,Clean Technology,closed,USA,Yes
28121,regen-biologics,venture,7.051572,Biotechnology,operating,USA,Yes
28122,regency-gas-services-llc,venture,10.0,Energy|Oil & Gas|Services,operating,USA,Yes
28123,regenemed,venture,1.0,Health Care,operating,USA,Yes
28124,regenerate,venture,2.3,Biotechnology|Life Sciences,operating,USA,Yes
28125,regenerative-medical-solutions,venture,0.595,Biotechnology,operating,USA,Yes
28126,regenerx,venture,1.0,Biotechnology,operating,USA,Yes
28127,regenerx,venture,0.6,Biotechnology,operating,USA,Yes
28128,regenerx,venture,0.95,Biotechnology,operating,USA,Yes
28129,regenesis-biomedical,venture,5.3,Health Care,operating,USA,Yes
28130,regenmedtx,venture,4.366667,Biotechnology,operating,USA,Yes
28131,regent-education,venture,3.6,Software,operating,USA,Yes
28132,regent-education,venture,8.25,Software,operating,USA,Yes
28133,regent-education,venture,2.5,Software,operating,USA,Yes
28134,regent-education,venture,4.0,Software,operating,USA,Yes
28135,regenx-biosciences,venture,70.5,Biotechnology,ipo,USA,Yes
28136,regenx-biosciences,venture,30.0,Biotechnology,ipo,USA,Yes
28137,regenx-biosciences,venture,7.891875,Biotechnology,ipo,USA,Yes
28138,regional-diagnostic-laboratories,venture,4.537001,Health Care,operating,USA,Yes
28139,regulus-therapeutics,venture,9.999992,Biotechnology|Health Care,ipo,USA,Yes
28140,rehab-documentation,venture,2.1,Software,acquired,USA,Yes
28141,rehab-documentation,venture,0.749998,Software,acquired,USA,Yes
28142,reischling-press,venture,5.0,Manufacturing,operating,USA,Yes
28143,reischling-press,venture,5.0,Manufacturing,operating,USA,Yes
28144,rejuvenon,venture,37.0,Bio-Pharm|Biotechnology|Medical,operating,USA,Yes
28145,rejuvenon,venture,12.0,Bio-Pharm|Biotechnology|Medical,operating,USA,Yes
28146,reksoft,venture,2.0,Outsourcing|Software,operating,USA,Yes
28147,relaborate,venture,0.566319,Collaboration|Enterprise Software|Internet|Knowledge Management|SaaS,operating,USA,Yes
28148,relateiq,venture,20.0,Enterprise Software,acquired,USA,Yes
28149,relateiq,venture,40.0,Enterprise Software,acquired,USA,Yes
28150,relateiq,venture,9.0,Enterprise Software,acquired,USA,Yes
28151,relationship-science,venture,60.0,B2B|Business Development|Business Services|Charity|Finance|FinTech|Hospitality|Networking|Nonprofits|Sales and Marketing|Venture Capital,operating,USA,Yes
28152,relationship-science,venture,30.0,B2B|Business Development|Business Services|Charity|Finance|FinTech|Hospitality|Networking|Nonprofits|Sales and Marketing|Venture Capital,operating,USA,Yes
28153,relationship-science,venture,31.0,B2B|Business Development|Business Services|Charity|Finance|FinTech|Hospitality|Networking|Nonprofits|Sales and Marketing|Venture Capital,operating,USA,Yes
28154,relativity-technologies,venture,6.5,Software,acquired,USA,Yes
28155,relativity-technologies,venture,1.0,Software,acquired,USA,Yes
28156,relay-network,venture,6.0,Customer Service|Messaging|Mobile|SMS|Startups,operating,USA,Yes
28157,relay2,venture,3.5,Computers,operating,USA,Yes
28158,relay2,venture,10.0,Computers,operating,USA,Yes
28159,relayfoods,venture,1.3,E-Commerce,operating,USA,Yes
28160,relayhealth,venture,6.3,Health Care|Health Care Information Technology|Pharmaceuticals,acquired,USA,Yes
28161,relayhealth,venture,10.0,Health Care|Health Care Information Technology|Pharmaceuticals,acquired,USA,Yes
28162,relayhealth,venture,13.1,Health Care|Health Care Information Technology|Pharmaceuticals,acquired,USA,Yes
28163,relayhealth,venture,19.0,Health Care|Health Care Information Technology|Pharmaceuticals,acquired,USA,Yes
28164,relayrides,venture,3.0,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28165,relayrides,venture,4.5,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28166,relayrides,venture,10.0,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28167,relayrides,venture,3.6,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28168,relayrides,venture,1.25,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28169,relayrides,venture,47.0,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28170,relayrides,venture,25.0,Curated Web|Marketplaces|Transportation,operating,USA,Yes
28171,relayware,venture,5.30338,Software,operating,USA,Yes
28172,relayware,venture,1.597452,Software,operating,USA,Yes
28173,relcy-inc,venture,9.0,Apps|Mobile Commerce|Personalization,operating,USA,Yes
28174,reldata-inc,venture,4.0,Enterprise Software|Storage|Virtualization,acquired,USA,Yes
28175,relevance-media,venture,0.04,Enterprise Software,operating,USA,Yes
28176,relevance-media,venture,0.1,Enterprise Software,operating,USA,Yes
28177,reliance-globalcom,venture,8.5,Messaging,operating,USA,Yes
28178,reliance-globalcom,venture,24.0,Messaging,operating,USA,Yes
28179,reliant-technologies,venture,15.0,Biotechnology,acquired,USA,Yes
28180,reliantheart,venture,10.8,Medical Devices,operating,USA,Yes
28181,relicore,venture,14.0,Data Centers,acquired,USA,Yes
28182,relievant-medsystems,venture,20.0,Biotechnology,operating,USA,Yes
28183,relievant-medsystems,venture,5.05,Biotechnology,operating,USA,Yes
28184,relievant-medsystems,venture,30.0,Biotechnology,operating,USA,Yes
28185,relion,venture,25.0,Clean Technology,acquired,USA,Yes
28186,relion,venture,5.0,Clean Technology,acquired,USA,Yes
28187,relion,venture,18.0,Clean Technology,acquired,USA,Yes
28188,relion,venture,6.0,Clean Technology,acquired,USA,Yes
28189,relished,venture,5.0,Delivery|Hospitality,operating,USA,Yes
28190,relmada-therapeutics,venture,3.0,Biotechnology,operating,USA,Yes
28191,relmada-therapeutics,venture,15.05111,Biotechnology,operating,USA,Yes
28192,relmada-therapeutics,venture,8.0,Biotechnology,operating,USA,Yes
28193,reload-studios,venture,4.0,Game,operating,USA,Yes
28194,reloaded-games-inc,venture,16.0,Games,operating,USA,Yes
28195,reloaded-games-inc,venture,1.292326,Games,operating,USA,Yes
28196,relox-medical,venture,0.7,Biotechnology,operating,USA,Yes
28197,reltio,venture,10.0,Software,operating,USA,Yes
28198,relume-technologies,venture,7.0,Manufacturing,acquired,USA,Yes
28199,relypsa,venture,33.0,Biotechnology|Health Care,ipo,USA,Yes
28200,relypsa,venture,2.6001,Biotechnology|Health Care,ipo,USA,Yes
28201,relypsa,venture,70.0,Biotechnology|Health Care,ipo,USA,Yes
28202,relypsa,venture,70.129747,Biotechnology|Health Care,ipo,USA,Yes
28203,relypsa,venture,80.0,Biotechnology|Health Care,ipo,USA,Yes
28204,remanage,venture,3.0,Real Estate,operating,USA,Yes
28205,remark-hq,venture,0.1,Photography|Product Development Services|Project Management|SaaS|Video,operating,USA,Yes
28206,remark-media,venture,4.251497,Public Relations,ipo,USA,Yes
28207,remcare,venture,1.857042,Information Technology|Services|Software,operating,USA,Yes
28208,remedy-informatics,venture,6.0,Software,operating,USA,Yes
28209,remedy-partners,venture,35.9,Health and Wellness,operating,USA,Yes
28210,remedy-partners,venture,60.0,Health and Wellness,operating,USA,Yes
28211,remedy-pharmaceuticals,venture,4.083809,Biotechnology,operating,USA,Yes
28212,remedy-pharmaceuticals,venture,0.4,Biotechnology,operating,USA,Yes
28213,remedy-pharmaceuticals,venture,1.02444,Biotechnology,operating,USA,Yes
28214,remedy-pharmaceuticals,venture,9.0,Biotechnology,operating,USA,Yes
28215,remind-technologies,venture,0.16,Hardware + Software,operating,USA,Yes
28216,remind101,venture,40.0,All Students|Collaboration|Mobile,operating,USA,Yes
28217,remind101,venture,15.0,All Students|Collaboration|Mobile,operating,USA,Yes
28218,remind101,venture,3.5,All Students|Collaboration|Mobile,operating,USA,Yes
28219,remitdata,venture,3.0,Analytics,operating,USA,Yes
28220,remitdata,venture,3.0001,Analytics,operating,USA,Yes
28221,remitly,venture,12.5,Finance|FinTech|Mobile|Mobile Payments,operating,USA,Yes
28222,remitly,venture,2.6,Finance|FinTech|Mobile|Mobile Payments,operating,USA,Yes
28223,remitly,venture,5.5,Finance|FinTech|Mobile|Mobile Payments,operating,USA,Yes
28224,remitpro,venture,2.5,Software,operating,USA,Yes
28225,remixation,venture,4.58,File Sharing|Games|Video|Web Tools,operating,USA,Yes
28226,remixation,venture,1.0,File Sharing|Games|Video|Web Tools,operating,USA,Yes
28227,remotemdx,venture,26.121384,Mobile,closed,USA,Yes
28228,remotemdx,venture,2.5,Mobile,closed,USA,Yes
28229,remotemdx,venture,21.823204,Mobile,closed,USA,Yes
28230,remotemedical,venture,8.0,Biotechnology,operating,USA,Yes
28231,remotereality,venture,2.0,Manufacturing,operating,USA,Yes
28232,remotereality,venture,7.3,Manufacturing,operating,USA,Yes
28233,remotv,venture,1.5,File Sharing|Media|Mobile|Music|Networking|Photography|Social Media|Video|Video Streaming,closed,USA,Yes
28234,remotv,venture,0.75,File Sharing|Media|Mobile|Music|Networking|Photography|Social Media|Video|Video Streaming,closed,USA,Yes
28235,rempex-pharmaceuticals,venture,67.5,Biotechnology,acquired,USA,Yes
28236,renal-solutions,venture,14.7,Medical|Medical Devices,acquired,USA,Yes
28237,renal-solutions,venture,18.0,Medical|Medical Devices,acquired,USA,Yes
28238,renal-ventures-management,venture,30.0,Health and Wellness,acquired,USA,Yes
28239,renamed-biologics,venture,40.0,Biotechnology,operating,USA,Yes
28240,rendition-networks-3,venture,20.0,Technology,closed,USA,Yes
28241,renewable-energy-group,venture,198.730677,Chemicals|Clean Technology,ipo,USA,Yes
28242,renewable-fuel-products,venture,0.145,Clean Technology,operating,USA,Yes
28243,renewable-funding,venture,20.0,Clean Technology,operating,USA,Yes
28244,renewable-funding,venture,12.2,Clean Technology,operating,USA,Yes
28245,renewal-technologies,venture,0.65,Manufacturing,operating,USA,Yes
28246,renewdata,venture,6.140625,Data Integration|Risk Management|Services,operating,USA,Yes
28247,renkoo,venture,6.0,Chat|Events|Facebook Applications|Social Media,closed,USA,Yes
28248,renkoo,venture,3.0,Chat|Events|Facebook Applications|Social Media,closed,USA,Yes
28249,renmatix,venture,75.0,Clean Technology,operating,USA,Yes
28250,rennovia,venture,23.320658,Biotechnology,operating,USA,Yes
28251,rennovia,venture,8.0,Biotechnology,operating,USA,Yes
28252,rennovia,venture,16.333333,Biotechnology,operating,USA,Yes
28253,rennovia,venture,28.383533,Biotechnology,operating,USA,Yes
28254,renova-therapeutics,venture,7.52,Biotechnology,operating,USA,Yes
28255,renovar,venture,1.2,Biotechnology,closed,USA,Yes
28256,renovate-america,venture,6.0,Financial Services,operating,USA,Yes
28257,renovis,venture,34.3,Innovation Management|Medical|Professional Services,operating,USA,Yes
28258,renovis-surgical-technologies,venture,0.725,Biotechnology|Hardware,ipo,USA,Yes
28259,renovis-surgical-technologies,venture,3.4706,Biotechnology|Hardware,ipo,USA,Yes
28260,renovis-surgical-technologies,venture,2.0,Biotechnology|Hardware,ipo,USA,Yes
28261,renovorx,venture,0.66,Health Care,operating,USA,Yes
28262,renovorx,venture,1.15,Health Care,operating,USA,Yes
28263,rent-com,venture,17.3,Curated Web,acquired,USA,Yes
28264,rent-com,venture,12.0,Curated Web,acquired,USA,Yes
28265,rent-com,venture,5.0,Curated Web,acquired,USA,Yes
28266,rent-the-runway,venture,24.4,E-Commerce|Fashion,operating,USA,Yes
28267,rent-the-runway,venture,60.0,E-Commerce|Fashion,operating,USA,Yes
28268,rent-the-runway,venture,15.0,E-Commerce|Fashion,operating,USA,Yes
28269,rent-the-runway,venture,15.0,E-Commerce|Fashion,operating,USA,Yes
28270,rentbits,venture,0.574998,Online Rental|Real Estate|Search,operating,USA,Yes
28271,rentelligence,venture,0.0625,Apps|Online Rental|Real Estate|Rental Housing,closed,USA,Yes
28272,rentenna,venture,0.2,Consumer Internet|Data Visualization|Online Rental|Real Estate|Reviews and Recommendations,acquired,USA,Yes
28273,rentfeeder,venture,0.25,Real Estate,operating,USA,Yes
28274,rentjuice,venture,6.368782,Real Estate,acquired,USA,Yes
28275,rentpost,venture,0.025,Property Management|Real Estate|Software,operating,USA,Yes
28276,rentwiki-com,venture,2.43,Real Estate,operating,USA,Yes
28277,renuvix,venture,0.525,Manufacturing,operating,USA,Yes
28278,reonomy,venture,13.0,Analytics|Commercial Real Estate,operating,USA,Yes
28279,reonomy,venture,3.7,Analytics|Commercial Real Estate,operating,USA,Yes
28280,repairpal,venture,4.0,Curated Web,operating,USA,Yes
28281,repairpal,venture,3.35,Curated Web,operating,USA,Yes
28282,repairpal,venture,13.0,Curated Web,operating,USA,Yes
28283,repiscore,venture,0.45,Software,operating,USA,Yes
28284,replay-solutions,venture,4.2,Software,closed,USA,Yes
28285,replay-solutions,venture,11.0,Software,closed,USA,Yes
28286,replay-technologies,venture,9.0,Software,operating,USA,Yes
28287,replenish,venture,10.249632,Biotechnology,operating,USA,Yes
28288,replication-medical,venture,0.409999,Biotechnology,operating,USA,Yes
28289,replication-medical,venture,1.1,Biotechnology,operating,USA,Yes
28290,replicon,venture,20.0,Enterprise Software,operating,USA,Yes
28291,replidyne,venture,13.0,Bio-Pharm|Biotechnology|Medical,acquired,USA,Yes
28292,repligen,venture,4.0,Biotechnology,ipo,USA,Yes
28293,reply-com,venture,4.5,Advertising|Home Renovation|Internet Marketing|Lead Generation|Marketing Automation|Real Estate,operating,USA,Yes
28294,reply-com,venture,17.0,Advertising|Home Renovation|Internet Marketing|Lead Generation|Marketing Automation|Real Estate,operating,USA,Yes
28295,reply-com,venture,15.0,Advertising|Home Renovation|Internet Marketing|Lead Generation|Marketing Automation|Real Estate,operating,USA,Yes
28296,reply-com,venture,6.0,Advertising|Home Renovation|Internet Marketing|Lead Generation|Marketing Automation|Real Estate,operating,USA,Yes
28297,reproductive-research-technologies,venture,0.72,Biotechnology,operating,USA,Yes
28298,repros-therapeutics,venture,5.897313,Biotechnology,ipo,USA,Yes
28299,republic-project,venture,1.0,Advertising,acquired,USA,Yes
28300,republic-resources,venture,0.165,Oil|Oil & Gas,operating,USA,Yes
28301,repucare-onsite,venture,0.25,Health and Wellness,operating,USA,Yes
28302,reputation-com,venture,41.0,Curated Web|Enterprise Software|Internet|Internet Marketing|Local Businesses|Reputation|Reviews and Recommendations|Social Media|Surveys,operating,USA,Yes
28303,reputation-com,venture,15.0,Curated Web|Enterprise Software|Internet|Internet Marketing|Local Businesses|Reputation|Reviews and Recommendations|Social Media|Surveys,operating,USA,Yes
28304,reputation-com,venture,2.6,Curated Web|Enterprise Software|Internet|Internet Marketing|Local Businesses|Reputation|Reviews and Recommendations|Social Media|Surveys,operating,USA,Yes
28305,reputation-com,venture,4.65,Curated Web|Enterprise Software|Internet|Internet Marketing|Local Businesses|Reputation|Reviews and Recommendations|Social Media|Surveys,operating,USA,Yes
28306,reputation-com,venture,4.0,Curated Web|Enterprise Software|Internet|Internet Marketing|Local Businesses|Reputation|Reviews and Recommendations|Social Media|Surveys,operating,USA,Yes
28307,requisite-technology,venture,30.0,Document Management|Outsourcing|Technology,acquired,USA,Yes
28308,res-software,venture,6.226623,Technology,operating,USA,Yes
28309,res-software,venture,6.18,Technology,operating,USA,Yes
28310,rescare,venture,81.186803,Elder Care|Service Providers|Services,operating,USA,Yes
28311,rescare,venture,83.0,Elder Care|Service Providers|Services,operating,USA,Yes
28312,rescuetime,venture,0.9,Curated Web|SaaS,operating,USA,Yes
28313,reserve,venture,15.0,Mobile Payments|Online Reservations|Restaurants|Technology,operating,USA,Yes
28314,reset-therapeutics,venture,14.796231,Biotechnology,operating,USA,Yes
28315,reshape,venture,12.0,Computers|Software|Technology,operating,USA,Yes
28316,reshape,venture,12.0,Computers|Software|Technology,operating,USA,Yes
28317,reshape-medical,venture,20.0,Health Care,operating,USA,Yes
28318,reshape-medical,venture,1.5,Health Care,operating,USA,Yes
28319,reshape-medical,venture,38.0,Health Care,operating,USA,Yes
28320,reshape-medical,venture,15.0,Health Care,operating,USA,Yes
28321,reshape-medical,venture,3.0,Health Care,operating,USA,Yes
28322,resident-gifts,venture,0.605,Real Estate,operating,USA,Yes
28323,resilience,venture,10.0,Security,operating,USA,Yes
28324,resilience-therapeutics,venture,2.915,Pharmaceuticals,operating,USA,Yes
28325,resilient-network-systems,venture,5.0,Web Hosting,operating,USA,Yes
28326,resilient-network-systems,venture,4.875231,Web Hosting,operating,USA,Yes
28327,resilinc,venture,8.0,Logistics|Risk Management|SaaS|Supply Chain Management,operating,USA,Yes
28328,resimodel,venture,0.9,Software,operating,USA,Yes
28329,resinate-corporation,venture,4.5,Manufacturing,operating,USA,Yes
28330,resolve-therapeutics,venture,2.0,Biotechnology,operating,USA,Yes
28331,resolve-therapeutics,venture,5.8,Biotechnology,operating,USA,Yes
28332,resolvyx-pharmaceuticals,venture,17.0,Biotechnology,operating,USA,Yes
28333,resolvyx-pharmaceuticals,venture,2.5,Biotechnology,operating,USA,Yes
28334,resonant-inc,venture,0.01,Mobile,ipo,USA,Yes
28335,resonant-inc,venture,7.0,Mobile,ipo,USA,Yes
28336,resonant-vibes,venture,0.35,Curated Web,closed,USA,Yes
28337,resonate-industries,venture,0.298315,Electronics|Information Technology|Manufacturing,operating,USA,Yes
28338,resonate-industries,venture,0.257,Electronics|Information Technology|Manufacturing,operating,USA,Yes
28339,resonate-networks,venture,5.0,Advertising|Brand Marketing|Business Analytics|Internet Marketing|Marketing Automation|Market Research|Politics|Predictive Analytics,operating,USA,Yes
28340,resonate-networks,venture,22.0,Advertising|Brand Marketing|Business Analytics|Internet Marketing|Marketing Automation|Market Research|Politics|Predictive Analytics,operating,USA,Yes
28341,resource-data,venture,0.146938,Software,operating,USA,Yes
28342,resource-data,venture,0.285141,Software,operating,USA,Yes
28343,resourcing-edge,venture,3.65,Business Services|Human Resources|Services,operating,USA,Yes
28344,respect-network,venture,3.37502,Software,operating,USA,Yes
28345,respectance,venture,1.5,Social Media,operating,USA,Yes
28346,respicardia,venture,10.000006,Health Care|Health Care Information Technology|Medical Devices,operating,USA,Yes
28347,respicardia,venture,20.0,Health Care|Health Care Information Technology|Medical Devices,operating,USA,Yes
28348,respira-therapeutics,venture,2.0,Healthcare Services|Medical|Therapeutics,operating,USA,Yes
28349,respira-therapeutics,venture,1.0,Healthcare Services|Medical|Therapeutics,operating,USA,Yes
28350,respiratory-motion,venture,5.8,Health Care,operating,USA,Yes
28351,respiratory-motion,venture,0.781289,Health Care,operating,USA,Yes
28352,respirics,venture,0.146257,Biotechnology,closed,USA,Yes
28353,respirics,venture,3.726283,Biotechnology,closed,USA,Yes
28354,response-analytics,venture,4.25,Finance|FinTech,operating,USA,Yes
28355,responsive-energy-group,venture,0.01,Clean Technology,operating,USA,Yes
28356,responsys,venture,9.4,Search Marketing|Software,acquired,USA,Yes
28357,responsys,venture,22.5,Search Marketing|Software,acquired,USA,Yes
28358,responsys,venture,20.0,Search Marketing|Software,acquired,USA,Yes
28359,ressq-technologies,venture,0.86805,Software,closed,USA,Yes
28360,restaurant-revolution-technologies,venture,2.7534,Delivery|Hospitality,operating,USA,Yes
28361,restaurant-revolution-technologies,venture,0.912,Delivery|Hospitality,operating,USA,Yes
28362,restaurant-technologies-inc,venture,25.0,Oil|Restaurants|Training,acquired,USA,Yes
28363,restoration-robotics,venture,45.0,Biotechnology|Health Care,operating,USA,Yes
28364,restoration-robotics,venture,25.0,Biotechnology|Health Care,operating,USA,Yes
28365,restoration-robotics,venture,41.0,Biotechnology|Health Care,operating,USA,Yes
28366,restore-flow-allografts,venture,0.75,Biotechnology,operating,USA,Yes
28367,restore-medical-2,venture,26.5,Medical,acquired,USA,Yes
28368,restore-medical-solutions-inc,venture,1.6,Health and Wellness|Health Care|Hospitals|Medical|Medical Devices,operating,USA,Yes
28369,restore-medical-solutions-inc,venture,1.0,Health and Wellness|Health Care|Hospitals|Medical|Medical Devices,operating,USA,Yes
28370,restore-medical-solutions-inc,venture,0.5,Health and Wellness|Health Care|Hospitals|Medical|Medical Devices,operating,USA,Yes
28371,restore-medical-solutions-inc,venture,1.0,Health and Wellness|Health Care|Hospitals|Medical|Medical Devices,operating,USA,Yes
28372,resultly,venture,1.1,Mobile,operating,USA,Yes
28373,results-scorecard,venture,0.4,Software,operating,USA,Yes
28374,retail-convergence,venture,25.0,E-Commerce,acquired,USA,Yes
28375,retail-inkjet-solutions,venture,1.4,Innovation Engineering|Retail|Sustainability|Technology,operating,USA,Yes
28376,retail-optimization,venture,1.2,Analytics,acquired,USA,Yes
28377,retail-optimization,venture,1.0,Analytics,acquired,USA,Yes
28378,retail-relay,venture,8.25,E-Commerce,operating,USA,Yes
28379,retail-relay,venture,1.999056,E-Commerce,operating,USA,Yes
28380,retail-solutions,venture,9.4,Analytics|Enterprise Software|Retail,operating,USA,Yes
28381,retail-solutions,venture,8.8,Analytics|Enterprise Software|Retail,operating,USA,Yes
28382,retail-solutions,venture,15.2,Analytics|Enterprise Software|Retail,operating,USA,Yes
28383,retailigence,venture,6.3,Advertising|Developer APIs|Local Search,operating,USA,Yes
28384,retailigence,venture,2.6,Advertising|Developer APIs|Local Search,operating,USA,Yes
28385,retailigence,venture,2.6,Advertising|Developer APIs|Local Search,operating,USA,Yes
28386,retailnext,venture,125.0,Data Visualization|Manufacturing|Retail,operating,USA,Yes
28387,retailnext,venture,15.0,Data Visualization|Manufacturing|Retail,operating,USA,Yes
28388,retale,venture,12.0,Location Based Services|Mobile|Retail|Shopping,operating,USA,Yes
28389,retale,venture,33.0,Location Based Services|Mobile|Retail|Shopping,operating,USA,Yes
28390,retc,venture,2.0,Clean Technology,operating,USA,Yes
28391,retenant,venture,0.4,Communities|Real Estate|SaaS,operating,USA,Yes
28392,retention-science,venture,7.0,CRM|Marketing Automation|Predictive Analytics,operating,USA,Yes
28393,rethink-autism,venture,10.0,Analytics|Beauty|Consulting|Local Search|Parenting|Social Media Agent|Social Search|Teachers|Training,operating,USA,Yes
28394,rethink-autism,venture,10.0,Analytics|Beauty|Consulting|Local Search|Parenting|Social Media Agent|Social Search|Teachers|Training,operating,USA,Yes
28395,rethink-books,venture,6.0,Content|Publishing|Software|Textbooks|Writers,operating,USA,Yes
28396,rethink-books,venture,2.0,Content|Publishing|Software|Textbooks|Writers,operating,USA,Yes
28397,rethink-robotics,venture,11.500002,Manufacturing|Robotics,operating,USA,Yes
28398,rethink-robotics,venture,5.0,Manufacturing|Robotics,operating,USA,Yes
28399,rethink-robotics,venture,7.000348,Manufacturing|Robotics,operating,USA,Yes
28400,rethink-robotics,venture,26.6,Manufacturing|Robotics,operating,USA,Yes
28401,rethink-robotics,venture,20.0,Manufacturing|Robotics,operating,USA,Yes
28402,rethink-robotics,venture,30.0,Manufacturing|Robotics,operating,USA,Yes
28403,rethink-robotics,venture,13.4,Manufacturing|Robotics,operating,USA,Yes
28404,rethinkdb,venture,3.0,Databases|Enterprise Software,operating,USA,Yes
28405,rethinkdb,venture,8.0,Databases|Enterprise Software,operating,USA,Yes
28406,retia-medical,venture,7.0,Hardware + Software,operating,USA,Yes
28407,retickr,venture,1.5,Curated Web|News|Social Media,closed,USA,Yes
28408,retrac-enterprises,venture,0.1015,Enterprise Software,operating,USA,Yes
28409,retracehealth,venture,0.975001,Health and Wellness|Health Care|Technology,operating,USA,Yes
28410,retrevo,venture,3.2,Blogging Platforms|Consumer Electronics|Electronics|Gadget|Hardware + Software|Reviews and Recommendations|Search|Semantic Web|Shopping|Tech Field Support,acquired,USA,Yes
28411,retrevo,venture,8.0,Blogging Platforms|Consumer Electronics|Electronics|Gadget|Hardware + Software|Reviews and Recommendations|Search|Semantic Web|Shopping|Tech Field Support,acquired,USA,Yes
28412,retrevo,venture,3.2,Blogging Platforms|Consumer Electronics|Electronics|Gadget|Hardware + Software|Reviews and Recommendations|Search|Semantic Web|Shopping|Tech Field Support,acquired,USA,Yes
28413,retrieve,venture,5.0,Software,operating,USA,Yes
28414,retroficiency,venture,7.34,Clean Technology|Energy Efficiency,acquired,USA,Yes
28415,retrofit,venture,2.7,Health and Wellness|Personal Health,operating,USA,Yes
28416,retrofit,venture,8.0,Health and Wellness|Personal Health,operating,USA,Yes
28417,retrofit,venture,5.0,Health and Wellness|Personal Health,operating,USA,Yes
28418,retrosense-therapeutics,venture,6.0,Biotechnology,operating,USA,Yes
28419,retrosense-therapeutics,venture,6.0,Biotechnology,operating,USA,Yes
28420,retrotope,venture,10.0,Health Care|Health Care Information Technology,operating,USA,Yes
28421,return-path,venture,5.499999,Email|Messaging|Sales and Marketing|Security,operating,USA,Yes
28422,return-path,venture,10.0,Email|Messaging|Sales and Marketing|Security,operating,USA,Yes
28423,return-path,venture,6.0,Email|Messaging|Sales and Marketing|Security,operating,USA,Yes
28424,return-path,venture,6.8,Email|Messaging|Sales and Marketing|Security,operating,USA,Yes
28425,reunion-com,venture,25.0,Social Media,operating,USA,Yes
28426,rev,venture,4.5,Translation,operating,USA,Yes
28427,reva-medical,venture,42.0,Hardware + Software,operating,USA,Yes
28428,reva-systems,venture,5.0,Hardware + Software,acquired,USA,Yes
28429,reva-systems,venture,10.5,Hardware + Software,acquired,USA,Yes
28430,reva-systems,venture,23.5,Hardware + Software,acquired,USA,Yes
28431,reval-com,venture,28.0,Software,operating,USA,Yes
28432,reval-com,venture,16.0,Software,operating,USA,Yes
28433,revalesio,venture,10.65,Biotechnology|Health and Wellness|Health Care Information Technology,closed,USA,Yes
28434,revalesio,venture,13.5,Biotechnology|Health and Wellness|Health Care Information Technology,closed,USA,Yes
28435,revance-therapeutics,venture,25.62,Biotechnology|Health Care,ipo,USA,Yes
28436,revance-therapeutics,venture,33.0,Biotechnology|Health Care,ipo,USA,Yes
28437,revance-therapeutics,venture,10.0,Biotechnology|Health Care,ipo,USA,Yes
28438,revance-therapeutics,venture,45.0,Biotechnology|Health Care,ipo,USA,Yes
28439,revance-therapeutics,venture,43.2,Biotechnology|Health Care,ipo,USA,Yes
28440,reveal-5,venture,1.25,Apps|Media|Mobile,operating,USA,Yes
28441,reveal-imaging-technologies,venture,20.3,Security,acquired,USA,Yes
28442,reveal-imaging-technologies,venture,5.0,Security,acquired,USA,Yes
28443,reveal-imaging-technologies,venture,10.0,Security,acquired,USA,Yes
28444,reveal-technology,venture,0.23,Software,operating,USA,Yes
28445,revegy,venture,3.0,Enterprise Software|Sales and Marketing|Visualization,operating,USA,Yes
28446,revel-systems,venture,13.5,Analytics|Mobile|Mobile Payments|Point of Sale,operating,USA,Yes
28447,revel-systems,venture,10.1,Analytics|Mobile|Mobile Payments|Point of Sale,operating,USA,Yes
28448,revel-systems,venture,100.0,Analytics|Mobile|Mobile Payments|Point of Sale,operating,USA,Yes
28449,revel-systems,venture,3.7,Analytics|Mobile|Mobile Payments|Point of Sale,operating,USA,Yes
28450,revel-touch,venture,10.0,E-Commerce,acquired,USA,Yes
28451,revelation,venture,1.27,Analytics|Customer Service|Market Research|Software,operating,USA,Yes
28452,revelation,venture,1.1,Analytics|Customer Service|Market Research|Software,operating,USA,Yes
28453,revelry-brands,venture,2.5,Venture Capital,operating,USA,Yes
28454,reven-pharmaceuticals,venture,4.440594,Biotechnology,operating,USA,Yes
28455,revenew,venture,2.638575,Enterprise Software|Marketing Automation|SaaS|Sales and Marketing,operating,USA,Yes
28456,revenew,venture,5.0,Enterprise Software|Marketing Automation|SaaS|Sales and Marketing,operating,USA,Yes
28457,revent-medical,venture,3.462948,Hardware + Software,operating,USA,Yes
28458,revent-medical,venture,0.25,Hardware + Software,operating,USA,Yes
28459,revent-medical,venture,0.378637,Hardware + Software,operating,USA,Yes
28460,revenue-assurance-cvidya,venture,3.0,Fraud Detection|Software,operating,USA,Yes
